422002028,SOHAM HOSPITAL AND MEDICAL FOUNDATION PVT. LTD.,"SUYOJIT SANKUL,3RD FLOOR, NEAR RAJIV GANDHI BHAVAN, SHARAPUR ROAD, NASHIK",Nasik,422,356
422002029,SPARSH HOSPITAL,"1ST FLOOR, JONDHALE COMPLEX, OPP. KULKARNI GARDEN, SHARANPUR ROAD,",Nasik,422,356
422002030,SUDARSHAH HOSPITAL,"CITY PLAZA, OPP KALIKA MANDIR, OLD AGRA ROAD.",Nasik,422,356
422002031,SUKHAMTE MATERNITY HOME,"ASHTAVINAYAK APARTMENT, BIH DHOLYA GANAPATI TEMPLE, ASHOKSTAMBH, NASIK, MAHARASHTRA",Nasik,422,356
422002032,SUNRISE HOSPITAL,"3RD FLOOR, ABOVE KALAKRUTI SADI CENTRE, SUYOJIT MODERN POINT, OPP. POLICE PARAGE GORUND, SHARANPURA ROAD, NASHIK.",Nasik,422,356
422002033,SUPE HOSPITAL,"KANHERE WADI, NEAR GAIKWAD CLASSES, BEHIND SHIVAJI GARDEN, IN FRONT OF OLD CBS, NASIK",Nasik,422,356
422002034,SUSHRUT HOSPITAL,"GAUTAM', NEW PANDIT COLONY, SHARANPUR ROAD",Nasik,422,356
422002035,THAKAR HOSPITAL,NASHIK,Nasik,422,356
422002036,TRUPTI HOSPITAL,"NEAR NEHETE HOSPITAL & SANDEEP HOTEL, TIDKE COLONY,",Nasik,422,356
422002037,"VIDULA NURSING HOME,FERTILITY CLINIC","RUNANUVANDHA,MURKUTE COLONY (NEW PANDIT COLONY)",Nasik,422,356
422002038,VIJAY NURSING HOME,"OLD GANGAPUR NAKA, BEHIND LUTHRA SHOWROOM",Nasik,422,356
422002039,Dr.Bharat Kelkar Hospital,"Behind Mahamarg Bus Stand, Old Mumbai Naka",Nashik,422,356
422002040,JANSEVA HOSPITAL,"RUNAVAL NAGAR UGAON ROAD NIPHAD, NASHIK, PIN-422002",Nashik,422,356
422002041,NELSON MEMORIAL CHILDRENS HOSPITAL PVT LTD,"NEAR MAHAMARG BUS STAND,NEST TO TUPASALHARE LAWNS OFF HOLKAR MARG,TIDAKE COLONY,PINCODE-422002",Nashik,422,356
422002042,Shatabdi Super Speciality Hospital,"Suyojit City Centre , Mumbai Naka ,Mumbai Naka",Nashik,422,356
422002043,Spectrum ,"S-2-B Suyojit Trade Centre , Opp Rajiv Gandhi Bahavan, Sharanpur Road",Nasik,422,356
422002044,Suman Hospital,"College Road,Opp. Archies Gallery, NASHIK, PIN-422002",Nashik,422,356
422003001,ANAND HOSPITAL & PREMATURE BABY CARE CENTRE,"RAMCHANDRA APARTMENT, PANCHAVATI, NASHIK -",Nasik,422,356
422003002,CHAITANYA NURSING HOME,"NEAR RUNGHTA HIGH SCHOOL,OPP.ADHAR ASHRAM",Nasik,422,356
422003003,DHANVANTARI HOSPITAL,"76/1, PETH ROAD, PANCHAVATI, NASHIK ",Nasik,422,356
422003004,DR. UPASANI MATERNITY & NURSING HOME,"67, SHIVAM NAGAR, HIRAWADI ROAD, OLD ADGAON NAKA, PANCHAVATI, NASIK",Nasik,422,356
422003005,MAULI NURSING HOME,"OM ISHAN APPARTMENT, CANOL RD, PANCHAVATI,",Nasik,422,356
422003006,SANJEEVANI CRITICARE AND RESEARCH CENTRE PVT LTD,"NARAYAN SANKUL, NEAR MAHALXMI TALKIES DINORI ROAD, PANCHAVATI NASIK 422003 DIST NASIK MAHARASHTRA",Nasik,422,356
422003007,SARTHAK HOSPITAL,"3RD & 4RT FLOOR, SUSYA ARCADE, OPP. NILMANI BUS STAND, PANCHVATI, NASHIK",Nasik,422,356
422003008,SHRADDHA EYE HOSPITAL,"MUKUND APPARTMENT, INDRAKUND, PANCHAWATI",Nasik,422,356
422003009,SHRI SAI MULTISPECIALITY & RESEARCH CENTRE,"VASANT CITY MALL, PANCHVATI KARANJA, NASIK",Nasik,422,356
422003010,SUKHAKARTA RUGNALAYA,"BHAGCHAND COMPLEX , DINDORI NAKA PANCHVATI NASHIK",Nasik,422,356
422003011,SUPARANAS HOME DIVISION OF UDDHAV MEMORIAL HOSPIT,"OPP JANTRA HOSPITAL, MUMBAI-AGRA RD, ADGAON, NASIK-3",Nasik,422,356
422003012,SURYA MULTISPECIALITY HOSPITALS PVT. LTD.,"SURYA ARCADE, 2ND FLOOR,OPP NIMANI BUS STAND,",Nasik,422,356
422003013,SWAMI HOSPITAL NASIK,"SHREE HARI PLAZA , ABOVE HOTEL VAIBHAV, 2ND FLOOR NEW ADGAON NAKA, PANCHVATI, NASIK",Nasik,422,356
422003014,Aadharshila Hospital,"New Mumbai Agra Road, Near Panchwati College",Nashik,422,356
422003015,Suyog Hospital,"Dindori Road, Panchvati",Nashik,422,356
422004001,MULAY HOSPITAL,"GAJANAN SOCIETY, GROUND FLOOR, GOVAKSHANAGAR, BINDORI ROAD",Nasik,422,356
422004002,SAHARA MEDILINE HOSPITAL,"TOP FLOOR, KRISHI UTPANNA BAZZAAR SAMITEE COMPLEX,OPP. MAHALAXMI TALKIES,DINDORI ROAD,PANCHAVATI,",Nasik,422,356
422004003,TANMAYEE HOSPITAL,"SAI NAGAR RTO CORNER, DINDORI ROAD, SAI NAGAR, PANCHAVATI, NEAR MERI, NASIK, MAHARASHTRA",Nasik,422,356
422004004,VISHWESH CHILDRENS HOSPITAL,"GROUND FLOOR, VADNARE BHAVAN, OPPOSITE CIRCLE CINEMA ASHOKA STAMBA, NASIK, MAHARASHTRA",Nasik,422,356
422004005,Apollo Clinic Mumbai Naka,"Suyojit Commercial complex, Near Prakash Petrol Pump, Mumbai Naka",Nasik,422,356
422004006,SYNERGY HOSPITAL & RESEARCH CENTRE,"WAGULDE PLAZA GEETA NAGAR BUS STOP DINDORI ROAD,PINCODE-422004",Nashik,422,356
422004007,Curie Manavata Cancer Centre,Opp. Mahamarg Bus StandMumbai Naka Nashik,Nashik,422,356
422005001,DR P N DEVI HOSPITAL AND BABY CARE CENTER,"SHARANPUR ROAD OPP TO CHURCH, NASHIK-5",Nasik,422,356
422005002,DR. BHAMBRI HOSPITAL,"HPT COLLEGE ROAD, NASHIK",Nasik,422,356
422005003,KAMAL VASANT HOSPITAL PVT. LTD.,"NEAR S. T. COLONY, GANGAPUR ROAD,NEAR SANGAM SWEETS , UPADHYA HOSPITAL , STATE BANK OF INDIA",Nasik,422,356
422005004,MAGNUM HEART INSTITUTE  (ALSO KNOWN AS CHOPDA MEDICARE & RESEARCH CENTRE PVT LTD),"PLOT NO 3/5, NEAR KBH VIDHYALAY, PATIL LANE NO 1, CANADA CORNER, NASHIK -",Nasik,422,356
422005005,NERLIKAR HOSPITAL AND RESEARCH CENTRE,GANGAPUR ROAD GANGAPUR ROAD NASIK 422013 DIST NASIK MAHARASHTRA,Nasik,422,356
422005006,SHREE BALAJI RESEARCH CENTRE & HOSPITAL PVT. LTD.,"#1 , TULJA NIWAS ,BEHIND CITY FINANCE,CANADA CORNER.",Nasik,422,356
422005007,SHREEJI HOSPITAL,"CASTLE ROCK.NEARCANADA CRNTER SIGNAL,OPP VISHWAS BANK,NASHIK",Nasik,422,356
422005008,SUSHIL EYE HOSPITAL & BRAHAMA LASER CENTER,"25, KRUSHI NAGAR, COLLEGE ROAD, NASIK- 5",Nasik,422,356
422005009,SUSHIL SURGICAL NURSING HOME & VIDEO ENDOSCOPY CE,"28, SAPTASHRINGI COLONY, OLD, GANGAPUR NAKA BEHIND KHATIBS DAIRY",Nasik,422,356
422005010,VIDYA VIKAS HOSPITAL,"BHAVIK NAGAR, GANGAPUR ROAD,",Nasik,422,356
422005011,VIJAN CARDIAC AND CRITICARE CENTRE,COLLEGE ROAD COLLEGE ROAD NASIK 422005 DIST NASIK MAHARASHTRA,Nasik,422,356
422005012,Chopda Medicare And Research Centre Ltd(Magnum Heart Institute),"Plot No-3/5,Patil Lane-1,Near K.B.H.Visyalaya, Opp. Vasant Market, Canada Corner",Nashik,422,356
422006001,ASHA KENDRA HOSPITAL ,"NETAJI SUBHASH COLONY, RAMDAS SWAMI NAGAR, BEHIND GANDHINAGAR, NASHIK",Nasik,422,356
422006002,DR. BHAWSAR NURSING HOME,"ASHOK STAMBHA, JAYARAMKRUSHAN SANKUL, NASHIK",Nasik,422,356
422006003,MUKTAI HOSPITAL,"PLOT NO.11, SHIVAJI NAGAR, OPP. FAME THEATER, NASHIK-PUNE ROAD, NASIK, MAHARASHTRA",Nasik,422,356
422006004,NAVSANJEEVANI HOSPITAL,"PLOT NO-8, MOTKARI NAGAR, BEHIND TAPSAKHARE LAWN,NEAR MUMBAI - NAKA, TIDKE COLONY,",Nasik,422,356
422006005,SHUSHRUSHA HOSPITAL,"  87-A, UPNAGAR, NASHIK",Nasik,422,356
422007001,DR GAJARE HOSPITAL,"SHIVAJINAGAR, SATPUR, NEAR CARBON GRAPHITE COMPANY, NEAR BUS STAND",Nasik,422,356
422007002,DR. KARAD HOSPITAL,"SATUPR,NASHIK-TRIMBAK ROAD,",Nasik,422,356
422007003,MAHER HOSPITAL,"NO. 54, LAHUTI NAGAR, BEHIND MOULE HALL, TRIMBAK RD. SATPUR",Nasik,422,356
422007004,NEW NATIONAL HOSPITAL,"KAZI NAGAR, OPP. AAIESHA MASJID, WADALA ROAD,",Nasik,422,356
422007005,Six Sigma Medicare and Research Limited,"Sadguru's Opp Water Tank, Mahatma Nagar Nasik, Mahatama Nagar",Nasik,422,356
422007006,Gajare Hospital,"24/129 ShivajinagarNear Bus Stop, Carbon Crop. CompanySatpur",Nashik,422,356
422008001,AASHIRWAD HOSPITAL,VASANT VYAKHYANMALA MAIDAN BEHIND DURGA MATA MANDIR TRIMURTI CHOWK CIDCO NASHIK,Nasik,422,356
422008002,AHURA MATERNITY HOSPITAL,"SHIRIN PATEL COLONY, SHIVAJI ROAD",Nasik,422,356
422008003,SAYKHEDKAR HOSPITAL AND RESEARCH CENTRE PVT. LTD,"TRIMURTI CHOWK, KAMATHWADA ROAD,OPP. MATALE MANGAL KARYALAY.",Nasik,422,356
422008004,SHRINIVAS MULTISPECIALITY HOSPITAL,N-35/S-4/8/1 SWAMI VIVEKAND NAGAR STATE BANK CHOWK MUMBAI-AGRA HIGHWAY CIDCO NASHIK-422009,Nasik,422,356
422008005,SIDCO GENERAL HOSPITAL,"URJAYANT ARCADE, 1ST FLOOR, NEAR NAMRATA PETROL PUMP, AMBAD ROAD, BESIDE TAJ HOTEL, NEW NASHIK",Nasik,422,356
422008006,SIDDHI VINAYAK HOSPITAL,"VASANT WADI, MALEGAON, NASHIK -",Nasik,422,356
422008007,TRIMURTI MULTISPECIALITY HOSPITAL ,"2ND FLOOR, PURAB-PASCHIM PLAZA, TRIMURTI CHOWK DIVYA ADLABS, CIDCO, NEW NASHIK",Nasik,422,356
422009001,ANAND HOSPITAL & NURSING HOME,"PARAB NASGAR, OPP. DATTA MANDIR, INDIRA NAGAR, NASHIK",Nasik,422,356
422009002,ASHWINI ACCIDENT MULTI SPECIALITY HOSPITAL,"CHOWK NO 5,GOVIND NAGAR GIHIND PARKASH PETROL PUMP MUMBAI NAKA NASIK 422009 DIST NASIK MAHARASHTRA",Nasik,422,356
422009003,BARDE MATERNITY HOSPITAL,"VEDASHREE LANE NO-1, SUCHITA , BEHIND HOTEL INAYAT CAFE,MUMBAI AGRA ROAD, NASHIK",Nasik,422,356
422009004,DR PIMPRIKAR HOSPITAL,"CHOWK NO.5, GOVIND NAGAR, MUMBAI NAKA, BEHIND HOTEL PRAKASH, NASIK- 422009",Nasik,422,356
422009006,KARANDIKAR HOSPITAL & RESEARCH CENTER,"BEHIND PRAKASH PETROL PUMP, GOVIND NAGAR MUMBAI - AGRA ROAD",Nasik,422,356
422009007,LIFE CARE HOSPITAL,"LEKHA NAGAR, SAPTASHRINGI COMPLEX, MUMBAI- AGRA ROAD, NASIK, MAHARASHTRA",Nasik,422,356
422009008,SAHAJEEVAN GENERAL HOSPITAL,"PLOT NO.57, ASHWINI SECTOR,SAHYADRI NAGAR,NEW CIDCO,AMBAD POLICE STATION ROAD,OPP. HOTEL SAI PALACE",Nasik,422,356
422009009,SUMAN HOSPITAL,"SHIVNERY, FIRST FLOOR, NER. RANE NAGAR SIGNAL, MUMBAI, AGRA ROAD,",Nasik,422,356
422009010,USHA HOSPITAL,"PLOT, NO 14, SUNDERBAN COLONY, LEKHANAGAR, CIDCO, NASHIK",Nasik,422,356
422009011,VAKRATUNDA MULTISPECIALITY HOSPITAL ,"1ST FLOOR, RHAGHUKUL SANKUL,BEHIND HOTEL BANDHURAJ,PATHARDI PHATTA, NASHIK NASHIK",Nasik,422,356
422009012,BHAGWATI HOSPITAL,"9, MIG ENCLAVE, MUMBAI- AGRA, NASHIK, PIN-422009",Nashik,422,356
422009013,Nasik Speciality Laboratory,"1Bagul building Behind Wassons Bunglows, New Pandit Colony, Off Sharanpur Road",Nashik,422,356
422009014,PARIJAT HOSPITAL,"Behind Cidco Office, Cidco, Nasik",Nashik,422,356
422009015,PHOENIX NURSING HOME,"1ST FLOOR YASHIKA PLAZA GOVIND NAGAR MUMBAI AGRA HIGHWAY GOVIND NAGAR BUS STOP,PINCODE-422009",Nashik,422,356
422010001,DR. SANJAY GOSAVI CHILDREN SPECIALITY HOSPITAL,"DNYANADA BUILDING,NEAR HOTEL,NEW PADMA,KAMATWADE",Nasik,422,356
422011001,DWARKADHISH MULTISPECIALITY HOSPITAL,"NEW MUMBAI AGRA ROAD,NEAR KANNARWAR BRIDGE,DWARKA.",Nasik,422,356
422011002,KOTWAL NURSING HOME,"TAKLIPHATA DWARKA , NASHIK",Nasik,422,356
422011003,LIFELINE HOSPITAL & MEDICAL REASEARCH CENTRE (I) P. LTD.,"MUMBAI AGRA HIGHWAY, NEAR DWARKA CIRCLE",Nasik,422,356
422011004,NASIK HEALTHCARE & RES CENTER PVT LTD,"DOCTORS HOUSE, KAUT GHAT ROAD, BHABHA NAGAR, NASHIK",Nasik,422,356
422011005,SANSKRITI MULTI SPECIALITY HOSPITAL,"SHOP NO-1, RAM PLAZA, NAV- SHAKTI CHOWK, NEW MUMBAI-NAKA NEAR DADASAHEB GAIKWAD HALL",Nasik,422,356
422011006,SUVICHAR HOSPITAL PVT. LTD,"858 / 85, GANESH BADA NAGAR, BEHIND HOTEL SIDDHARTH, POONA ROAD",Nasik,422,356
422011007,TULASI EYE HOSPITAL,"HAPPY HOME COLONY,NEAR GENERAL VAITYA NAGAR,PUNE ROAD.",Nasik,422,356
422011008,VIGNAHAL HOSPITAL PVT. LTD,"MOYUR PLAZA ,INFORNT OF KANDA BATATA BHAVAN ,DWARKA.",Nasik,422,356
422011009,AMRUTVINAYAK HOSPITAL,"B/H AMRUTVINAYAK MANDIR NEAR KANNAMWAR BRIDGE MUMBAI AGRA ROAD DWARKA, NASHIK, PIN-422011",Nashik,422,356
422011010,Star Diagnostic Centre,"Shop No 10, Ram Plaza, Bhabha Nagar, Near Sanskriti Hospital,, -",Nashik,422,356
422011011,Step In Medicare Pvt Ltd.,"Shop No 10, , Ram Plaza, Near Sanskruti Hospital, -",Nasik,422,356
422011012,BHAGWATI SUPERSPECIALITY ENDOSCOPY HOSPITALS,"SHREYAS PLAZA, NAVSHAKTI CHOWK, BHABHA NAGAR,NASHIK",Nashik,422,356
422013001,DR. BAGUL HOSPITAL,"NEAR PRASAD CIRCLE, MANIK NAGAR, GANGAPUR ROAD",Nashik,422,356
422013002,Sanjivan Hospital,"59 & 60 Saptshringi Colony, Oldgangapur Naka Behind Khatib Dairy",Nashik,422,356
422101001,CANTOMENT GENERAL HOSPITAL," BRADNER ROAD, DEOLALI CAMP, NASHIK- 422101",Nasik,422,356
422101002,CHIRAYU CHILDRENS HOSPITAL,"SAMADHAN SANKUL-1ST FLOOR, BESIDE ST PHILIP CHARCH, NASHIK ROAD, NASHIK-",Nasik,422,356
422101003,CITY CARE HOSPITAL AND RESEARCH CENTRE PVT. LTD,"NEAR NASARDI BRIDGE, NASIK-POONA ROAD, DWARKA, NASIK, MAHARASHTRA",Nasik,422,356
422101004,CRITICARE HOSPITAL FOR CHILDREN,"CITYCENTRE, OPP SINDHI COLONY, JAIL ROAD",Nasik,422,356
422101005,DR PAPRIKAR MATERNITY & NURSING HOME,"GAIKWAD MALA, BEHIND REGIMENTAL PLAZA, NASHIK RD-",Nasik,422,356
422101006,GUJARATHI HOSPITAL,DATTA MANDIR STOP NEAR MATWANI FACTOR NASIK ROAD,Nasik,422,356
422101007,JAIRAM HOSPITALS AND RESEARCH CENTRE PVT LTD,"OPP MUKTIDHAM, HOSPITAL ROAD, NEAR HOTEL VASCO NASIK 422101 DIST NASIK MAHARASHTRA",Nasik,422,356
422101008,NASHIKROAD MULTISPECIALITY HOSPITAL,1ST FLOOR HOTEL SHANGRILLA OPP. SOMANI GARDEN,Nasik,422,356
422101009,OM HOSPITAL,"BEHIND REGIMENTAL PLAZA, GAIKWAD MALA ROAD,NASIK ROAD, NASIK, MAHARASHTRA",Nasik,422,356
422101010,SUJATA BIRLA HOSPITAL AND MEDICAL RESEARCH CENTRE,"OPP BYTCO COLLEGE, NASIK ROAD, NASIK ROAD NASIK 422101 DIST NASIK MAHARASHTRA",Nasik,422,356
422101011,SURYA NURSING HOME,"GAIKWAD MALA,BEHIND REGIMENTAL CINEMA",Nasik,422,356
422101012,Bhandari Diagnostic Center,"1 &2 Regimental Plaza, Bytco Point,, Nashik Road 422101, Bytco Point, Regimental Plaza",Nasik,422,356
422101013,Chaitanya Diagnostic Center,"2nd Floor, Laxmi-Balwant Sankul, Bytco Point, Jailroad,Nashik Road, -",Nasik,422,356
422101014,Medicare Hospital - Nashik,"Gaikwad Complex, Gaikwad Mala, Near Bytco Point, Behind Regimental Plaza, Nashik Road, Nashik ",Nasik,422,356
422101015,"Midas Diabetes, Yoga & Healthcare Research Centre","1st Floor, Above Raps Diagnostic, Arttilery Centre Road, Nasik Road",Nasik,422,356
422101016,Shree Balaji Superspeciality Hospital,"Near Jalaram Sweets, College Road, Nashik",Nasik,422,356
422103001,GARE HOSPITAL,"123,MAIN ROAD,VAVI VASE,SINNAR",Sinnar,422,356
422103002,PARIJAT HOSPITAL,"1348, PACHORE LANE, NEAR S.T. STAND, ON NASIK-PUNE HIGHWAY, SINNAR",Sinnar,422,356
422103003,PATIL ACCIDENT HOSPITAL,"MOTI KAMAL TOWER,,OPP. ST. STAND.",Sinnar,422,356
422103004,SIDDHIVINAYAK SUPER SPECIALITY HOSPITAL,"BEHIND STATE BANK OF INDIA, OPP. BUS STAND SINNAR DIST.",Sinnar,422,356
422103005,YASHWANT MULTISPECIALITY HOSPITAL PVT LTD,"NEAR WAYE PETROL PUMP, NASHIK-PUNE HIGHWAY, SINNAR 422103 DIST NASIK MAHARASHTRA",Sinnar,422,356
422103006,SHIVAI HOSPITAL,"776, 777, MATOSHRI, NEAR TELEPHONE OFFICE FRONT OF 14 CHOWK , NASHIK, PIN-422103",Nashik,422,356
422103007,Sinner Clinic and Hospital,"Hiralal Tower, Near S T bus Stand, Sinner, Dist Nasik, -",Nashik,422,356
422202001,Thorat Hospital,Nashik Kalwan RoadNear Hotek RaigadDindori,Nashik,422,356
422206001,PANCHAVATI HOSPITAL & RESEARCH CENTRE,"NO. 2, VIJAY TOWERS,CANADA CORNER,OPP. TELEPHONE EXCHANGE,SHARANPURI ROAD,",Nasik,422,356
422206002,SNEHA HOSPITAL,"TILAK NAGAR , OPP PANCHWD GANESH MANDIR OJHAR MIG NASHIK",Nasik,422,356
422206003,R.K.MEMORIAL HOSPITAL,"R.K.MEMORIAL COLONY OZAR (MIG) AGARA ROAD BEHIND MAHALAXAMI VAHAN MELA,PINCODE-422206",Nashik,422,356
422206004,Shree Hospital,"Bazar Peth, Near swami Samarth Kendra, Agra Road, Ozar Mig, Tal Niphad, Nasik, 422206, NULL",Nasik,422,356
422209001,Sanjeevan Hospital,"Behind Shivam Tower, New Mumbai Agra Highway, -",Jalgaon,422,356
422401001,DR.JOSHI HOSPITAL,"# 282, REST CAMP ROAD,,DEOLALI CAMP (NASIK).",Nasik,422,356
422401002,SWADI HOSPITAL,"960/5, WADNER ROAD, DEOLALI CAMP, NASHIK- 422 401",Nasik,422,356
422601001,BULE HOSPITAL,"K.G.ROAD,OPP AGASTI ARTS & CMMERCE COLLEGE,AKOLE, AHMEDNAGAR",Ahmednagar,422,356
422601002,GOSAVI NURSING HOME,INDERA NAGAR LANE NO.1 SANGAMNER DIT. AHMEDNAGAR,Ahmednagar,422,356
422601003,JOINT & SPINE CARE,"APNA BAZAR , LJALNA ROAD, AURANGABAD, NASIK , MUMBAI, AHMEDNAGAR",Ahmednagar,422,356
422601004,SUDHA HOSPITAL,"NEAR S T STAND, AKOLE 422601",Ahmednagar,422,356
422601005,Omkar Hospital and Research centre,"Kai Dagadu Sheth Lonare Complex,, Near Sinnar Bus Stand, AT/P/T, Dist Nasik, -",Nashik,422,356
422605001,DR SATPUTE HOSPITAL,"INDIRA NAGAR, BEHIND ADCC BANK, SANGAMNER, SANGAMNER",Ahmednagar,422,356
422605002,PATHAK HOSPITAL & DIAGNOSTIC,PATHAK HOSPITAL & DIAGNOSTIC NAVIN NAGAR ROAD,Sangamner,422,356
422605003,POPHALE HOSPITAL PVT LTD,"VIDYA NAGAR, SANGAMER, AHMEDNAGAR",Ahmednagar,422,356
422605004,SHRI SAI CLINIC & HOSPITAL,"AI JAVAN CHOUK, NASHIK-PUNE HIGHWAY, SANGAMNER, AHMEDNAGAR - 422605",Sangamner,422,356
422605005,SIDDHI HOSPITAL,"NAVIN NAGAR ROAD,INFRONT OF BUVASAHED NAVALE PATSASTHA,.",Sangamner,422,356
422605006,TAMBE HOSPITAL - SANGAMNER,"NEW AKOLE ROAD , TAL. SANGAMNER , DIST. AHMEDNAGAR",Sangamner,422,356
422605007,CHAITANYA HOSPITAL,"NEW NAGAR ROAD, SANGAMNER, PIN-422605",Sangamner,422,356
422605008,Dr.Itaphe Hospital,"New Nagar Road, Tajane Mala",Sangamner,422,356
422605009,Kute Hospital & Laparoscopy Centre,"40 Ft. D.P. Road, Tajane Mala",Sangamner,422,356
422605010,Waghulikar Hospital (DC),"Nea Bus Stand , -, Near Bus Stand",Sangamner,422,356
423101001,APEX HOSPITAL,"SILVER PLAZA, 3RD FLOOR, CANADA CORNER OPP TELEPHONE EXCHANGE SHARANPUR ROAD",Nasik,423,356
423104001,PUSHPAK HOSPITAL,DSOUZA MAIDAN POLICE STATION ROAD,Nasik,423,356
423105001,B. S. BHANDARI ROTARY EYE HOSPITAL,"NEAR MARKET YARD, BEHIND WEAR HOUSE, CAMP ROAD, MALEGAON, MAHARASHTRA",Malegaon,423,356
423105002,BALAJI ACCIDENT HOSPITAL,"OPP.AMBIKA DEVI TEMPLE,RAVAGAON NAKA MALEGAON",Malegaon,423,356
423105003,BHAMARE HOSPITAL / DR ASHOK BHAMARE,"OPP. TECHNICAL HIGHSCHOOL CAMP ROAD, MALEGAON-CAMP",Nasik,423,356
423105004,SUSMIT NURSING HOME,MALEGAON CAMP,Nasik,423,356
